Item_name,Item_href,Brand,Model,Energy_Efficiency,Capacity,Noise_Level,Installation_Type,Part_No,Color,Control_Console,Voltage,Wattage,ASIN,Best_Sellers_Rank_Category_AC,Best_Sellers_Rank_Category_home_kitchen,MRP,Offer_Price,No_of_Reviews,Review_1,Review_2,Review_3,Review_4,Review_5,Review_6,Review_7,Review_8,good_service,bad_service,good_installation,bad_installation,good_cooling,bad_cooling,noise
"Daikin IDU FTC35PRV16 Split AC (1 Ton, White): Amazon.in: Home & Kitchen",http://www.amazon.in/Daikin-IDU-FTC35PRV16-Split-White/dp/B00NPOJAZ4/ref=sr_1_246/254-7146872-7562642?ie=UTF8&qid=1485079627&s=kitchen&sr=1-246,Daikin,IDU 1.0T FTC35PRV16,3 Star Rating,1 tons,,Split,FTC35PRV16,White,Remote Control,,,B00NPOJAZ4,#270,"#2,74,842",,29299.0,2 reviews,Superb world no .1 acI buy one. In 2014 it's too costly but in 2015 I buy 6 Pc,Daikin is not world no one ac,,,,,,,3,7,3,6,0.0,0.0,0.0
"Daikin FTF35QRV16 Split AC (1 Ton, 5 Star Rating, White): Amazon.in: Home & Kitchen",http://www.amazon.in/Daikin-FTF35QRV16-Split-Rating-White/dp/B00PASR988/ref=sr_1_243/254-7146872-7562642?ie=UTF8&qid=1485079627&s=kitchen&sr=1-243,Daikin,FTF35PRV16,5 Star Rating,1 tons,39 dB,Split,FTF35QRV16,White,,230 Volts,931 Watts,B00PASR988,#260,"#2,71,822",,34500.0,4 reviews,"I am disappoimted with the product since it throws droplets while using in Dry Mode. even after complaining, engineers came twice but didnt give me resolution for the same. they dont have courtesy even to call and speak. Samsung Ac in my other two bedrooms are much better and didnt pose any problem in last 8 years and came for much less price","Faulty unit! I bought one from a showroom earlier this month... AC was non-functional right from the start; the installation guy said the outdoor unit didn't have any refrigerant. After at least 50 calls to the showroom, daikin toll-free number, and service center, the matter was attended, but the AC stopped cooling once again within 5 days... I have complained again on the toll-free number and hope that my decision to purchase this AC will not haunt me for years to come!",Bought Daikin split AC from local retailer. Don't know about the AC yet but can tell you about the service from Daikin. After raising a request and giving time slot for installation I waited for whole day and even after so many calls no one came for installation. Pathetic service by Daikin. Whole day wasted. Will never buy a Daikin product again.,Thanq Amazon it's nice,,,,,3,7,3,6,1.0,0.0,0.0
"Daikin FTC60PRV16 Split AC (1.8 Ton, 3 Star Rating, White): Amazon.in: Home & Kitchen",http://www.amazon.in/Daikin-FTC60PRV16-Split-Rating-White/dp/B00PASRM6C/ref=sr_1_242/254-7146872-7562642?ie=UTF8&qid=1485079627&s=kitchen&sr=1-242,Daikin,FTC60PRV16,3 Star Rating,1.8 tons,47 dB,Split,FTC60PRV16,White,,230 Volts,1970 Watts,B00PASRM6C,#285,"#2,81,990",,41000.0,1 review,very efficient and fast cooling... service by daikin is also good,,,,,,,,3,7,3,6,1.0,0.0,0.0
"Daikin R-32 DTC Series Split AC (0.75 Ton, 3 Star Rating, White): Amazon.in: Home & Kitchen",http://www.amazon.in/Daikin-R-32-Split-Rating-White/dp/B013UCHMP0/ref=sr_1_104/254-1600645-2398533?ie=UTF8&qid=1485079627&s=kitchen&sr=1-104,Daikin,DTC25QRV16,3 Star Rating,0.75 tons,39 dB,Split,,White,Remote Control,230 Volts,770 Watts,B013UCHMP0,#163,"#1,76,296",27800.0,24800.0,1 review,Bought Daikin split AC from local retailer. Don't know about the AC yet but can tell you about the service from Daikin. After raising a request and giving time slot for installation I waited for whole day and even after so many calls no one came for installation. Pathetic service by Daikin. Whole day wasted. Will never buy a Daikin product again.,,,,,,,,3,7,3,6,0.0,0.0,0.0
"Daikin FTF50QRV16 Split AC (1.5 Ton, 5 Star Rating, White): Amazon.in: Home & Kitchen",http://www.amazon.in/Daikin-FTF50QRV16-Split-Rating-White/dp/B00PASRDEI/ref=sr_1_153/254-1923933-2335556?ie=UTF8&qid=1485079627&s=kitchen&sr=1-153,Daikin,FTF50QRV16,5 Star Rating,1.5 tons,44 dB,Split,FTF50PRV16,White,,230 Volts,1444 Watts,B00PASRDEI,#169,"#1,78,785",46300.0,41800.0,3 reviews,Ac working was amazing. Nd seriously very good coling.and havg machine duty.,Vry cheap,Bought Daikin split AC from local retailer. Don't know about the AC yet but can tell you about the service from Daikin. After raising a request and giving time slot for installation I waited for whole day and even after so many calls no one came for installation. Pathetic service by Daikin. Whole day wasted. Will never buy a Daikin product again.,,,,,,3,7,3,6,0.0,0.0,0.0
"Daikin FTKP50QRV16 Split AC (1.5 Ton, White): Amazon.in: Home & Kitchen",http://www.amazon.in/Daikin-FTKP50QRV16-Split-1-5-White/dp/B00O086MXM/ref=sr_1_163/254-1923933-2335556?ie=UTF8&qid=1485079627&s=kitchen&sr=1-163,Daikin,FTKP50QRV16,3 Star Rating,1.5 tons,45 dB,Split,FTKP50PRV16,White,,230 Volts,1445 Watts,B00O086MXM,#179,"#1,90,053",50200.0,44000.0,9 reviews,,,,,,,,,3,7,3,6,0.0,0.0,0.0
"Daikin R-32 DTKP Series Split AC (1 Ton, White): Amazon.in: Home & Kitchen",http://www.amazon.in/Daikin-R-32-DTKP-Split-White/dp/B013UCI4L6/ref=sr_1_124/255-9022543-9106847?ie=UTF8&qid=1485079627&s=kitchen&sr=1-124,Daikin,DTKP35QRV16,,1 tons,40 dB,Split,,White,Remote Control,230 Volts,1310 Watts,B013UCI4L6,#199,"#2,11,922",43400.0,38500.0,,,,,,,,,,3,7,3,6,0.0,0.0,0.0
"Daikin R-32 DTC Series Split AC (1 Ton, 3 Star Rating, White): Amazon.in: Home & Kitchen",http://www.amazon.in/Daikin-R-32-Split-Rating-White/dp/B013UCHVN8/ref=sr_1_268/253-4305874-8829318?ie=UTF8&qid=1485079627&s=kitchen&sr=1-268,Daikin,DTC35QRV16,3 Star Rating,1 tons,39 dB,Split,,White,Remote Control,230 Volts,1030 Watts,B013UCHVN8,#341,"#3,32,085",33400.0,28750.0,3 reviews,Bought Daikin split AC from local retailer. Don't know about the AC yet but can tell you about the service from Daikin. After raising a request and giving time slot for installation I waited for whole day and even after so many calls no one came for installation. Pathetic service by Daikin. Whole day wasted. Will never buy a Daikin product again.,"Never go for this brand. Its a wastage of money. Totally faltu AC. I will suggest everyone dont go for this brand.If you google about this product you will find a no of complaints about it and none of the customer service provider is taking a serious action after it. If you really wanna waste your money you can go for it. Wastage of money. If you wanna buy kindly go for a good brand like LG, LLOYD,BLUESTAR.etc. but don't even think to purchase this brand.",powerfully chilled coolingNeed to put off again and again25 degrees temperature sufficient,,,,,,3,7,3,6,1.0,0.0,0.0
"Daikin FTC35QRV16 Split AC (1 Ton, 3 Star Rating, White): Amazon.in: Home & Kitchen",http://www.amazon.in/Daikin-FTC35QRV16-Split-Rating-White/dp/B00PASRI7K/ref=sr_1_211/255-0990334-3122366?ie=UTF8&qid=1485079627&s=kitchen&sr=1-211,Daikin,FTC35QRV16,3 Star Rating,1 tons,39 dB,Split,FTC35PRV16,White,,230 Volts,1030 Watts,B00PASRI7K,#221,"#2,34,755",33400.0,28700.0,1 review,It's excellent work.  If u buy A/c choose this model. Within five minutes room very cool. Thanks for Amazon packing also good. Daikin insulation good. Thanks,,,,,,,,3,7,3,6,0.0,0.0,0.0
"Daikin R-32 DTF Series Split AC (1.8 Ton, 5 Star Rating, White): Amazon.in: Home & Kitchen",http://www.amazon.in/Daikin-R-32-Split-Rating-White/dp/B013UCIY2K/ref=sr_1_267/253-4305874-8829318?ie=UTF8&qid=1485079627&s=kitchen&sr=1-267,Daikin,DTF60QRV16,5 Star Rating,1.8 tons,47 dB,Split,,White,Remote Control,230 Volts,1880 Watts,B013UCIY2K,#367,"#3,57,650",58600.0,45000.0,,,,,,,,,,3,7,3,6,0.0,0.0,0.0
"Daikin R-32 DTQ Series Split AC (1.5 Ton, 2 Star Rating, White): Amazon.in: Home & Kitchen",http://www.amazon.in/Daikin-R-32-Split-Rating-White/dp/B013UCJ5B4/ref=sr_1_58/253-8826871-4787154?ie=UTF8&qid=1485081717&s=kitchen&sr=1-58,Daikin,DTQ50QRV16,2 Star Rating,1.5 tons,45 dB,Split,,White,Remote Control,230 Volts,1705 Watts,B013UCJ5B4,#93,"#93,369",36700.0,29700.0,,,,,,,,,,3,7,3,6,0.0,0.0,0.0
"Daikin R-32 DTC Series Split AC (1.8 Ton, 3 Star Rating, White): Amazon.in: Home & Kitchen",http://www.amazon.in/Daikin-R-32-Split-Rating-White/dp/B013UCHZ6G/ref=sr_1_522/255-6091695-9565635?ie=UTF8&qid=1485080007&s=kitchen&sr=1-522,Daikin,DTC60QRV16,3 Star Rating,1.8 tons,47 dB,Split,,White,Remote Control,230 Volts,1970 Watts,B013UCHZ6G,#524,"#5,12,785",50100.0,44000.0,,,,,,,,,,3,7,3,6,0.0,0.0,0.0
"Daikin IDU FTC60PRV16 Split AC (1.8 Ton, 2 Star Rating, White): Amazon.in: Home & Kitchen",http://www.amazon.in/Daikin-IDU-FTC60PRV16-Split-Rating/dp/B00NPOJFJU/ref=sr_1_318/255-4260654-1007340?ie=UTF8&qid=1485080007&s=kitchen&sr=1-318,Daikin,IDU 1.8T FTC60PRV16,2 Star Rating,1.8 tons,,Split,,White,Remote Control,,,B00NPOJFJU,#325,"#3,19,333",,40899.0,,,,,,,,,,3,7,3,6,0.0,0.0,0.0
"Daikin FTQ35QRV16 Split AC (1 Ton, 2 Star Rating, White): Amazon.in: Home & Kitchen",http://www.amazon.in/Daikin-FTQ35QRV16-Split-Rating-White/dp/B00NLBQSGA/ref=sr_1_321/255-4260654-1007340?ie=UTF8&qid=1485080007&s=kitchen&sr=1-321,Daikin,FTQ35PRV16,2 Star Rating,1 tons,39 dB,Split,FTQ35QRV16,White,Remote Control,230 Volts,1098 Watts,B00NLBQSGA,#335,"#3,30,139",,27500.0,,,,,,,,,,3,7,3,6,0.0,0.0,0.0
"Daikin R-32 DTQ Series Split AC (1 Ton, 2 Star Rating, White): Amazon.in: Home & Kitchen",http://www.amazon.in/Daikin-R-32-Split-Rating-White/dp/B013UCJ1T0/ref=sr_1_517/255-6091695-9565635?ie=UTF8&qid=1485080007&s=kitchen&sr=1-517,Daikin,DTQ35QRV16,2 Star Rating,1 tons,39 dB,Split,,White,Remote Control,230 Volts,1100 Watts,B013UCJ1T0,,,31800.0,27300.0,,,,,,,,,,3,7,3,6,0.0,0.0,0.0
"Daikin R-32 DTKP Series Split AC (1.8 Ton, White): Amazon.in: Home & Kitchen",http://www.amazon.in/Daikin-R-32-DTKP-Split-White/dp/B013UCIC68/ref=sr_1_520/255-6091695-9565635?ie=UTF8&qid=1485080007&s=kitchen&sr=1-520,Daikin,DTKP60QRV16,,1.8 tons,47 dB,Split,,White,Remote Control,230 Volts,2220 Watts,B013UCIC68,,,64900.0,56800.0,,,,,,,,,,3,7,3,6,0.0,0.0,0.0
"Daikin R-32 DTF Series Split AC (1 Ton, 5 Star Rating, White): Amazon.in: Home & Kitchen",http://www.amazon.in/Daikin-R-32-Split-Rating-White/dp/B013UCIN6W/ref=sr_1_519/255-6091695-9565635?ie=UTF8&qid=1485080007&s=kitchen&sr=1-519,Daikin,DTF35QRV16,5 Star Rating,1 tons,39 dB,Split,,White,Remote Control,230 Volts,930 Watts,B013UCIN6W,,,39200.0,34000.0,,,,,,,,,,3,7,3,6,0.0,0.0,0.0
"Daikin R-32 DTKP Series Split AC (1.5 Ton, White): Amazon.in: Home & Kitchen",http://www.amazon.in/Daikin-R-32-DTKP-Split-White/dp/B013UCI86C/ref=sr_1_521/255-6091695-9565635?ie=UTF8&qid=1485080007&s=kitchen&sr=1-521,Daikin,DTKP50QRV16,,1.5 tons,45 dB,Split,,White,Remote Control,230 Volts,1750 Watts,B013UCI86C,#501,"#4,99,867",50200.0,44500.0,1 review,"Bought it from market as stock wasn't available online. AC is made with copper coil and condenser along with R32 refrigent, which is latest in the market. Cools the room from 32C to 20C in 40 mins. Value for money Inverter AC which can operate 0.75T to 1.5T range depending upon the cooling requirements. Bought this brand / model after comprehensive research. So far working flawlessly. Hopefully, this will be lighter on monthly electricity bill as well due to Inverter technology.",,,,,,,,3,7,3,6,0.0,0.0,0.0
"Daikin R-32 DTQ Series Split AC (1.8 Ton, 2 Star Rating, White): Amazon.in: Home & Kitchen",http://www.amazon.in/Daikin-R-32-Split-Rating-White/dp/B013UCJ8UW/ref=sr_1_516/255-6091695-9565635?ie=UTF8&qid=1485080007&s=kitchen&sr=1-516,Daikin,DTQ60QRV16,2 Star Rating,1.8 tons,47 dB,Split,,White,Remote Control,230 Volts,2100 Watts,B013UCJ8UW,#465,"#4,43,276",47300.0,39300.0,,,,,,,,,,3,7,3,6,0.0,0.0,0.0
"Daikin DTC50QRV16 Split AC (1.5 Ton, 3 Star Rating, White): Amazon.in: Home & Kitchen",http://www.amazon.in/Daikin-DTC50QRV16-Split-Rating-White/dp/B00YH8KXWG/ref=sr_1_542/253-2784943-2189700?ie=UTF8&qid=1485080007&s=kitchen&sr=1-542,Daikin,DTC50QRV16,3 Star Rating,1.5 tons,44 dB,Split,DTC50QRV16,White,Remote Control,230 Volts,1605 Watts,B00YH8KXWG,#677,"#6,41,035",,31500.0,,,,,,,,,,3,7,3,6,0.0,0.0,0.0
"Daikin FTKP25QRV16 Split AC (0.75 Ton, White): Amazon.in: Home & Kitchen",http://www.amazon.in/Daikin-FTKP25QRV16-Split-0-75-White/dp/B00YH8LDJI/ref=sr_1_541/253-2784943-2189700?ie=UTF8&qid=1485080007&s=kitchen&sr=1-541,Daikin,FTKP25QRV16,3 Star Rating,0.75 tons,37 dB,Split,FTKP25QRV16,White,Remote Control,230 Volts,900 Watts,B00YH8LDJI,,,,36200.0,,,,,,,,,,3,7,3,6,0.0,0.0,0.0
"Daikin R-32 DTF Series Split AC (1.5 Ton, 5 Star Rating, White): Amazon.in: Home & Kitchen",http://www.amazon.in/Daikin-R-32-Split-Rating-White/dp/B013UCIULU/ref=sr_1_518/255-6091695-9565635?ie=UTF8&qid=1485080007&s=kitchen&sr=1-518,Daikin,DTF50QRV16,5 Star Rating,1.5 tons,44 dB,Split,,White,Remote Control,230 Volts,1445 Watts,B013UCIULU,#59,"#41,592",46300.0,41500.0,1 review,"extordinary performence, low noise, high out put fully satisfied.",,,,,,,,3,7,3,6,0.0,0.0,0.0
"Daikin FTEL50NRV Split AC (1.5 Ton, 1 Star Rating, White): Amazon.in: Home & Kitchen",http://www.amazon.in/Daikin-FTEL50NRV-Split-Rating-White/dp/B00RZCM09A/ref=sr_1_739/253-9613733-1627749?ie=UTF8&qid=1485080232&s=kitchen&sr=1-739,Daikin,FTEL50NRV,1 Star Rating,1.5 tons,46 dB,Split,,White,,230 Volts,1818 Watts,B00RZCM09A,,,,36700.0,,,,,,,,,,3,7,3,6,0.0,0.0,0.0
"Daikin FT25MV Split AC (0.75 Ton, White): Amazon.in: Home & Kitchen",http://www.amazon.in/Daikin-FT25MV-Split-0-75-White/dp/B00REFZFNG/ref=sr_1_782/254-1312083-3826263?ie=UTF8&qid=1485080232&s=kitchen&sr=1-782,Daikin,FT25MV,,0.75 tons,,Split,,White,,230 Volts,765 Watts,B00REFZFNG,,,,29500.0,,,,,,,,,,3,7,3,6,0.0,0.0,0.0
"Daikin FT35MV Split AC (1 Ton, 4 Star Rating, White): Amazon.in: Home & Kitchen",http://www.amazon.in/Daikin-FT35MV-Split-Rating-White/dp/B00REFZIU6/ref=sr_1_781/254-1312083-3826263?ie=UTF8&qid=1485080232&s=kitchen&sr=1-781,Daikin,FT35MV,4 Star Rating,1 tons,,Split,,White,,230 Volts,1088 Watts,B00REFZIU6,,,35600.0,32472.0,,,,,,,,,,3,7,3,6,0.0,0.0,0.0
"Daikin FTKD71FV Split AC (2 Ton, White): Amazon.in: Home & Kitchen",http://www.amazon.in/Daikin-FTKD71FV-Split-Ton-White/dp/B00REFZABS/ref=sr_1_784/254-1312083-3826263?ie=UTF8&qid=1485080232&s=kitchen&sr=1-784,Daikin,FTKD71FV,,2 tons,,Split,,White,,,,B00REFZABS,,,,62600.0,,,,,,,,,,3,7,3,6,0.0,0.0,0.0
"Daikin FTKE35GV Split AC (1 Ton, White): Amazon.in: Home & Kitchen",http://www.amazon.in/Daikin-FTKE35GV-Split-Ton-White/dp/B00REFZ7TI/ref=sr_1_785/254-1312083-3826263?ie=UTF8&qid=1485080232&s=kitchen&sr=1-785,Daikin,FTKE35GV,,1 tons,,Split,,White,,230 Volts,955 Watts,B00REFZ7TI,,,,37100.0,,,,,,,,,,3,7,3,6,0.0,0.0,0.0
"Daikin FTKV60NRV16 Split AC (2 Ton, White): Amazon.in: Home & Kitchen",http://www.amazon.in/Daikin-FTKV60NRV16-Split-Ton-White/dp/B00REFZ26G/ref=sr_1_787/254-1312083-3826263?ie=UTF8&qid=1485080232&s=kitchen&sr=1-787,Daikin,FTKV60NRV16,,2 tons,,Split,,White,,230 Volts,1765 Watts,B00REFZ26G,,,,59200.0,,,,,,,,,,3,7,3,6,0.0,0.0,0.0
"Daikin FTKE25GV Split AC (0.75 Ton, White): Amazon.in: Home & Kitchen",http://www.amazon.in/Daikin-FTKE25GV-Split-0-75-White/dp/B00REFZ59A/ref=sr_1_786/254-1312083-3826263?ie=UTF8&qid=1485080232&s=kitchen&sr=1-786,Daikin,FTKE25GV,,0.75 tons,,Split,,White,,240 Volts,746 Watts,B00REFZ59A,,,,30800.0,,,,,,,,,,3,7,3,6,0.0,0.0,0.0
"Daikin FTY50GAV Split AC (2 Ton, White): Amazon.in: Home & Kitchen",http://www.amazon.in/Daikin-FTY50GAV-Split-Ton-White/dp/B00REFZCXY/ref=sr_1_783/254-1312083-3826263?ie=UTF8&qid=1485080232&s=kitchen&sr=1-783,Daikin,FTY50GAV,,2 tons,,Split,,White,,230 Volts,,B00REFZCXY,#661,"#6,31,043",,50900.0,,,,,,,,,,3,7,3,6,0.0,0.0,0.0
"Daikin FTEL 50 PRV16 Split AC ( 1.5 Ton, 2 Star Rating, White): Amazon.in: Home & Kitchen",http://www.amazon.in/Daikin-FTEL-50-PRV16-Rating/dp/B00RLIF4R8/ref=sr_1_759?ie=UTF8&qid=1485080285&s=kitchen&sr=1-759,Daikin,FTEL 50 PRV16,2 Star Rating,1.5 tons,,Split,,White,Remote Control,,,B00RLIF4R8,,,36700.0,29500.0,,,,,,,,,,3,7,3,6,0.0,0.0,0.0
"Daikin FTKP25PRV16 Split AC (0.75 Ton, White): Amazon.in: Home & Kitchen",http://www.amazon.in/Daikin-FTKP25PRV16-Split-0-75-White/dp/B00PASQZQU/ref=sr_1_864/255-9930101-1636434?ie=UTF8&qid=1485083789&s=kitchen&sr=1-864,Daikin,FTKP25PRV16,3 Star Rating,0.75 tons,37 dB,Split,FTKP25PRV16,White,,230 Volts,723 Watts,B00PASQZQU,,,,33900.0,,,,,,,,,,3,7,3,6,0.0,0.0,0.0
"Daikin FTKP60PRV16 Split AC (1.8 Ton, White): Amazon.in: Home & Kitchen",http://www.amazon.in/Daikin-FTKP60PRV16-Split-1-8-White/dp/B00PASR6KY/ref=sr_1_862/255-9930101-1636434?ie=UTF8&qid=1485083789&s=kitchen&sr=1-862,Daikin,FTKP60PRV16,3 Star Rating,1.8 tons,47 dB,Split,FTKP60PRV16,White,,230 Volts,1765 Watts,B00PASR6KY,#696,"#6,47,762",,57400.0,,,,,,,,,,3,7,3,6,0.0,0.0,0.0
"Daikin FTF60PRV16 Split AC (1.8 Ton, 4 Star Rating, White): Amazon.in: Home & Kitchen",http://www.amazon.in/Daikin-FTF60PRV16-Split-Rating-White/dp/B00PASRFMI/ref=sr_1_861/255-9930101-1636434?ie=UTF8&qid=1485083789&s=kitchen&sr=1-861,Daikin,FTF60PRV16,4 Star Rating,1.8 tons,47 dB,Split,FTF60PRV16,White,,230 Volts,1882 Watts,B00PASRFMI,,,,50500.0,,,,,,,,,,3,7,3,6,0.0,0.0,0.0
"Daikin FTYN35JXV1 Split AC (1 Ton, White): Amazon.in: Home & Kitchen",http://www.amazon.in/Daikin-FTYN35JXV1-Split-Ton-White/dp/B00PASRUPK/ref=sr_1_858/255-9930101-1636434?ie=UTF8&qid=1485083789&s=kitchen&sr=1-858,Daikin,FTYN35JXV1,,1 tons,41 dB,Split,FTYN35JXV1,White,,240 Volts,988 Watts,B00PASRUPK,,,,38500.0,,,,,,,,,,3,7,3,6,0.0,0.0,0.0
"Daikin FTQ50QRV16 Split AC (1.5 Ton, 2 Star Rating, White): Amazon.in: Home & Kitchen",http://www.amazon.in/Daikin-FTQ50QRV16-Split-Rating-White/dp/B00PASRQ40/ref=sr_1_860/255-9930101-1636434?ie=UTF8&qid=1485083789&s=kitchen&sr=1-860,Daikin,FTQ50QRV16,2 Star Rating,1.5 tons,45 dB,Split,FTQ50PRV16,White,,230 Volts,1705 Watts,B00PASRQ40,#590,"#5,73,824",36700.0,29500.0,,,,,,,,,,3,7,3,6,0.0,0.0,0.0
"Daikin FTQ60PRV16 Split AC (1.8 Ton, 2 Star Rating, White): Amazon.in: Home & Kitchen",http://www.amazon.in/Daikin-FTQ60PRV16-Split-Rating-White/dp/B00PASRS5M/ref=sr_1_859/255-9930101-1636434?ie=UTF8&qid=1485083789&s=kitchen&sr=1-859,Daikin,FTQ60PRV16,2 Star Rating,1.8 tons,47 dB,Split,FTQ60PRV16,White,,230 Volts,2099 Watts,B00PASRS5M,,,,40000.0,,,,,,,,,,3,7,3,6,0.0,0.0,0.0
"Daikin FTYN50JXV1 Split AC (1.5 Ton, White): Amazon.in: Home & Kitchen",http://www.amazon.in/Daikin-FTYN50JXV1-Split-1-5-White/dp/B00PASRXFM/ref=sr_1_857/255-9930101-1636434?ie=UTF8&qid=1485083789&s=kitchen&sr=1-857,Daikin,FTYN50JXV1,,1.5 tons,44 dB,Split,FTYN50JXV1,White,,240 Volts,1490 Watts,B00PASRXFM,,,,47000.0,,,,,,,,,,3,7,3,6,0.0,0.0,0.0
"Daikin FTYN60JXV1 Split AC (1.8 Ton, White): Amazon.in: Home & Kitchen",http://www.amazon.in/Daikin-FTYN60JXV1-Split-1-8-White/dp/B00PASRZR8/ref=sr_1_856/255-9930101-1636434?ie=UTF8&qid=1485083789&s=kitchen&sr=1-856,Daikin,FTYN60JXV1,,1.8 tons,48 dB,Split,FTYN60JXV1,White,,240 Volts,1800 Watts,B00PASRZR8,,,,57500.0,,,,,,,,,,3,7,3,6,0.0,0.0,0.0
"Daikin FTKD60 Inverter Split AC (1.8 Ton, White): Amazon.in: Home & Kitchen",http://www.amazon.in/Daikin-FTKD60-Inverter-Split-White/dp/B00RZCMG2G/ref=sr_1_738/253-3719876-0220469?ie=UTF8&qid=1485083786&s=kitchen&sr=1-738,Daikin,FTKD60,Inverter,1.8 tons,45 dB,Split,,White,,240 Volts,2100 Watts,B00RZCMG2G,,,,61500.0,,,,,,,,,,3,7,3,6,0.0,0.0,0.0
"Daikin FT50MV16 Split AC (1.5 Ton, 5 Star Rating, White): Amazon.in: Home & Kitchen",http://www.amazon.in/Daikin-FT50MV16-Split-Rating-White/dp/B00815AQI2/ref=sr_1_1108/253-6180178-3694329?ie=UTF8&qid=1485080813&s=kitchen&sr=1-1108,Daikin,FT50MV16,5 Star Rating,1.5 tons,,Split,FT50MV16,White,Remote Control,230 Volts,2000 Watts,B00815AQI2,#451,"#4,20,681",,41411.0,2 reviews,Daikin customer service is very disappointed...,GREAT,,,,,,,3,7,3,6,0.0,0.0,0.0
"Daikin FTXS25EVMA Split AC (0.75 Ton, White): Amazon.in: Home & Kitchen",http://www.amazon.in/Daikin-FTXS25EVMA-Split-0-75-White/dp/B00PASQ1E6/ref=sr_1_874/254-5716398-6233006?ie=UTF8&qid=1485080812&s=kitchen&sr=1-874,Daikin,FTXS25EVMA,,0.75 tons,37 dB,Split,FTXS25EVMA,White,,230 Volts,830 Watts,B00PASQ1E6,,,,41500.0,,,,,,,,,,3,7,3,6,0.0,0.0,0.0
"Daikin FTXS60FVMA Split AC (1.8 Ton, White): Amazon.in: Home & Kitchen",http://www.amazon.in/Daikin-FTXS60FVMA-Split-1-8-White/dp/B00PASQA6U/ref=sr_1_871/254-5716398-6233006?ie=UTF8&qid=1485080812&s=kitchen&sr=1-871,Daikin,FTXS60FVMA,,1.8 tons,44 dB,Split,FTXS60FVMA,White,,230 Volts,2040 Watts,B00PASQA6U,,,,72500.0,,,,,,,,,,3,7,3,6,0.0,0.0,0.0
"Daikin FTXS71FVMA Split AC (2.2 Ton, White): Amazon.in: Home & Kitchen",http://www.amazon.in/Daikin-FTXS71FVMA-Split-2-2-White/dp/B00PASQH5Y/ref=sr_1_870/254-5716398-6233006?ie=UTF8&qid=1485080812&s=kitchen&sr=1-870,Daikin,FTXS71FVMA,,2.2 tons,46 dB,Split,FTXS71FVMA,White,,230 Volts,2520 Watts,B00PASQH5Y,#691,"#6,46,360",,83400.0,,,,,,,,,,3,7,3,6,0.0,0.0,0.0
"Daikin FTXS50FVMA Split AC (1.5 Ton, White): Amazon.in: Home & Kitchen",http://www.amazon.in/Daikin-FTXS50FVMA-Split-1-5-White/dp/B00PASQ7IG/ref=sr_1_872/254-5716398-6233006?ie=UTF8&qid=1485080812&s=kitchen&sr=1-872,Daikin,FTXS50FVMA,,1.5 tons,42 dB,Split,FTXS50FVMA,White,,230 Volts,1600 Watts,B00PASQ7IG,#692,"#6,46,361",,63500.0,,,,,,,,,,3,7,3,6,0.0,0.0,0.0
"Daikin FTKM50PRV16 Split AC (1.5 Ton, White): Amazon.in: Home & Kitchen",http://www.amazon.in/Daikin-FTKM50PRV16-Split-1-5-White/dp/B00PASQQI2/ref=sr_1_867/254-5716398-6233006?ie=UTF8&qid=1485080812&s=kitchen&sr=1-867,Daikin,FTKM50PRV16,Inverter,1.5 tons,42 dB,Split,FTKM50PRV16,White,,230 Volts,1315 Watts,B00PASQQI2,#658,"#6,27,680",,52990.0,,,,,,,,,,3,7,3,6,0.0,0.0,0.0
"Daikin FTKM71PRV16 Split AC (2.2 Ton, White): Amazon.in: Home & Kitchen",http://www.amazon.in/Daikin-FTKM71PRV16-Split-2-2-White/dp/B00PASQWM2/ref=sr_1_865/254-5716398-6233006?ie=UTF8&qid=1485080812&s=kitchen&sr=1-865,Daikin,FTKM71PRV16,Inverter,2.2 tons,46 dB,Split,FTKM71PRV16,White,,230 Volts,2220 Watts,B00PASQWM2,#668,"#6,35,747",,71000.0,,,,,,,,,,3,7,3,6,0.0,0.0,0.0
"Daikin FTKM25PRV16 Split AC (0.75 Ton, White): Amazon.in: Home & Kitchen",http://www.amazon.in/Daikin-FTKM25PRV16-Split-0-75-White/dp/B00PASQKGK/ref=sr_1_869/254-5716398-6233006?ie=UTF8&qid=1485080812&s=kitchen&sr=1-869,Daikin,FTKM25PRV16,Inverter,0.75 tons,37 dB,Split,FTKM25PRV16,White,,230 Volts,650 Watts,B00PASQKGK,#654,"#6,24,716",,33000.0,1 review,I purchased this product from local dealer. I have done some research on this before making the decision. This is one of the least power consuming air conditioners in the country. The power consumption is 650 watts and the Inverter technology used in this is tier 2. Basic inverter is FTKP series which is priced below this one. The Machine is silent and cooling is fast. The extra bucks you invest will ultimately payback in reduced power bills.,,,,,,,,3,7,3,6,1.0,0.0,0.0
"Daikin FTKM60PRV16 Split AC (1.8 Ton, White): Amazon.in: Home & Kitchen",http://www.amazon.in/Daikin-FTKM60PRV16-Split-1-8-White/dp/B00PASQTHU/ref=sr_1_866/254-5716398-6233006?ie=UTF8&qid=1485080812&s=kitchen&sr=1-866,Daikin,FTKM60PRV16,Inverter,1.8 tons,45 dB,Split,FTKM60PRV16,White,,230 Volts,1666 Watts,B00PASQTHU,,,,64600.0,,,,,,,,,,3,7,3,6,0.0,0.0,0.0
